rank,path,subject_id,date_id,gesture,repetition,correctness,posture,label,task,mahalanobis_sq,score01,speed,accel,jerk,smoothness
337,data/RawData/202_18_7_6_1_stand.txt,202,18,7,6,1,stand,stand,stand,0.4443250286350668,0.7250409165302782,0.0008343487980590136,0.0,1.4851427120687972,0.0
338,data/RawData/101_18_5_7_2_stand.txt,101,18,5,7,2,stand,stand,stand,0.442722315359464,0.7242225859247136,0.0028231225274305324,0.08036243832138455,0.912218631010721,0.004595808138205219
339,data/RawData/306_18_8_7_1_stand.txt,306,18,8,7,1,stand,stand,stand,0.4426814807248465,0.723404255319149,2.668704486580198e-05,0.0,1.0142705078399294,0.00014848796646939636
340,data/RawData/202_18_8_29_1_stand.txt,202,18,8,29,1,stand,stand,stand,0.44243635478279586,0.7225859247135843,0.00624082228710593,0.0,1.120715149269242,0.00015858658678499728
341,data/RawData/207_18_1_12_2_stand.txt,207,18,1,12,2,stand,stand,stand,0.4421994769218669,0.7217675941080196,0.003881768238794004,0.1573226674684681,0.8265298858646752,0.012265678425801415
342,data/RawData/207_18_1_11_2_stand.txt,207,18,1,11,2,stand,stand,stand,0.44193755991547723,0.720949263502455,0.0037348246690271604,0.1611834563859516,0.822923773672848,0.01215794526991061
343,data/RawData/207_18_1_10_1_stand.txt,207,18,1,10,1,stand,stand,stand,0.440354732227258,0.7201309328968903,0.003801360619586194,0.14727854115215025,0.8407253013639027,0.008194796862090048
344,data/RawData/207_18_1_2_2_stand.txt,207,18,1,2,2,stand,stand,stand,0.43967942139115,0.7193126022913257,0.004113225980955282,0.15958571192529333,0.8232860860364343,0.013014976055042723
345,data/RawData/101_18_1_7_1_stand.txt,101,18,1,7,1,stand,stand,stand,0.4391679634234134,0.7184942716857611,0.0038319100946834135,0.13250854171838988,0.8579685840754452,0.005690964109204583
346,data/RawData/207_18_1_1_1_stand.txt,207,18,1,1,1,stand,stand,stand,0.43716151780814755,0.7176759410801964,0.00411598803314927,0.1449695761299449,0.8426477665640887,0.008266669270529641
347,data/RawData/215_18_7_7_1_stand.txt,215,18,7,7,1,stand,stand,stand,0.4370429016256867,0.7168576104746317,0.0032997259595525736,0.06879478127029595,0.9259867603264581,0.00191873244140535
348,data/RawData/305_18_2_4_1_stand.txt,305,18,2,4,1,stand,stand,stand,0.43633211564945634,0.7160392798690671,0.0,0.12282669247842631,0.877038641418606,0.00046782793076810547
349,data/RawData/207_18_0_12_2_stand.txt,207,18,0,12,2,stand,stand,stand,0.4362477703441328,0.7152209492635024,0.0024230389615209854,0.15093766854548876,0.8465457898965597,9.350259413834737e-05
350,data/RawData/202_18_7_11_1_stand.txt,202,18,7,11,1,stand,stand,stand,0.4362078974568464,0.7144026186579379,0.011844413449796124,0.08099482256655496,0.9069109616724669,0.0002498023088897237
351,data/RawData/207_18_1_14_2_stand.txt,207,18,1,14,2,stand,stand,stand,0.4359207017133263,0.7135842880523732,0.00393593924138225,0.1685585262203587,0.8179579763191288,0.009547558216836328
352,data/RawData/205_18_1_3_1_stand.txt,205,18,1,3,1,stand,stand,stand,0.4343556139833585,0.7127659574468085,0.0037532813254511806,0.159137583018488,0.8350765220176816,0.0020326136360770894
353,data/RawData/205_18_1_1_1_stand.txt,205,18,1,1,1,stand,stand,stand,0.43411914276628344,0.7119476268412439,0.002544482785261282,0.10741051413158935,0.8883321988219989,0.0017128042588471328
354,data/RawData/207_18_1_13_2_stand.txt,207,18,1,13,2,stand,stand,stand,0.4337827249573504,0.7111292962356792,0.004019134541051964,0.16953797609529883,0.8154505524888197,0.010992336872524358
355,data/RawData/301_18_1_9_1_stand.txt,301,18,1,9,1,stand,stand,stand,0.43281617410065,0.7103109656301145,0.00394896551841716,0.13294373249876015,0.8617097611837856,0.0013975407967267584
356,data/RawData/303_18_7_11_1_stand.txt,303,18,7,11,1,stand,stand,stand,0.43276932214093744,0.70949263502455,0.0,0.0,1.3959579659251158,0.0001763211776845938
357,data/RawData/215_18_7_3_1_stand.txt,215,18,7,3,1,stand,stand,stand,0.4326037692369467,0.7086743044189853,0.0037308648977934377,0.10730624420372739,0.8864835282370257,0.0024793626591419686
358,data/RawData/101_18_1_2_1_stand.txt,101,18,1,2,1,stand,stand,stand,0.43244508020467715,0.7078559738134206,0.003763489329609484,0.117492761338943,0.8756261080964723,0.0031176412326627385
359,data/RawData/207_18_1_8_2_stand.txt,207,18,1,8,2,stand,stand,stand,0.43171853935148247,0.707037643207856,0.004290097531600891,0.16419495604164583,0.8215821521866702,0.009932794237766746
360,data/RawData/207_18_1_6_2_stand.txt,207,18,1,6,2,stand,stand,stand,0.4315548204012257,0.7062193126022913,0.004046476181071339,0.14940946696363788,0.8366386053120132,0.009905451540960376
361,data/RawData/306_18_1_7_1_stand.txt,306,18,1,7,1,stand,stand,stand,0.43116508727387826,0.7054009819967266,0.003816777306179269,0.1501651112455293,0.8433032064485606,0.0027149049974114713
362,data/RawData/215_18_7_4_1_stand.txt,215,18,7,4,1,stand,stand,stand,0.43058052363807486,0.704582651391162,0.0034398657854577365,0.15282041855041198,0.8415393899193674,0.0022003257424405044
363,data/RawData/305_18_1_11_1_stand.txt,305,18,1,11,1,stand,stand,stand,0.4304968918032518,0.7037643207855974,0.003588194723368525,0.14549834319871377,0.8489732950159361,0.0019401670596588063
364,data/RawData/106_18_0_2_1_stand.txt,106,18,0,2,1,stand,stand,stand,0.4297965230001627,0.7029459901800328,0.0033754944970174326,0.1258279198132336,0.8694416727700145,0.001354912917407867
365,data/RawData/302_18_2_10_1_stand.txt,302,18,2,10,1,stand,stand,stand,0.4297717584852702,0.7021276595744681,0.00032206503556413894,0.0,1.2392254389109087,0.0002591184543053897
366,data/RawData/202_18_8_8_1_stand.txt,202,18,8,8,1,stand,stand,stand,0.42952856605224193,0.7013093289689034,0.004338543047106984,0.0,1.553209719756029,9.544989762872787e-05
367,data/RawData/207_18_1_5_2_stand.txt,207,18,1,5,2,stand,stand,stand,0.4290268913313327,0.7004909983633388,0.00413976776866566,0.1601768878367229,0.8277259603023785,0.007957384089902092
368,data/RawData/207_18_1_3_2_stand.txt,207,18,1,3,2,stand,stand,stand,0.42881024374458426,0.6996726677577741,0.003403400487107362,0.15277768244167259,0.835627299770062,0.00819161729882603
369,data/RawData/305_18_0_12_1_stand.txt,305,18,0,12,1,stand,stand,stand,0.42817536448880744,0.6988543371522095,0.003340739432106851,0.015948821246168435,0.9798213634743437,0.0008890758450456104
370,data/RawData/205_18_1_9_1_stand.txt,205,18,1,9,1,stand,stand,stand,0.4281334123582626,0.6980360065466449,0.0029935734221859757,0.009658384963180859,0.9869950101406934,0.0003530314716042849
371,data/RawData/107_18_8_2_1_stand.txt,107,18,8,2,1,stand,stand,stand,0.42804843026730555,0.6972176759410802,0.0020947957127868387,0.0,1.0021219129377164,7.032085339583241e-05
372,data/RawData/205_18_1_11_1_stand.txt,205,18,1,11,1,stand,stand,stand,0.4280206049648791,0.6963993453355155,0.004103512051227909,0.1886828634748771,0.8055276879300939,0.0016859365414647314
373,data/RawData/305_18_1_8_1_stand.txt,305,18,1,8,1,stand,stand,stand,0.427909135519422,0.6955810147299509,0.003920362194968281,0.16031249920433147,0.8352997533077646,0.0004673852905986661
374,data/RawData/301_18_0_12_1_stand.txt,301,18,0,12,1,stand,stand,stand,0.42784180371867475,0.6947626841243862,0.004076554106106868,0.16321898227173878,0.8312152154089338,0.0014892482108833035
375,data/RawData/103_18_1_6_1_stand.txt,103,18,1,6,1,stand,stand,stand,0.427736149763651,0.6939443535188216,0.003615437939502877,0.1413920596048365,0.8522087337599605,0.0027837686933621713
376,data/RawData/202_18_4_23_2_stand.txt,202,18,4,23,2,stand,stand,stand,0.42751115301141474,0.693126022913257,0.002779995445153454,0.13271572708923446,0.8613363120008664,0.003167965462406673
377,data/RawData/215_18_5_5_1_stand.txt,215,18,5,5,1,stand,stand,stand,0.4275085329111374,0.6923076923076923,0.0005347827198077936,0.06529011500768178,0.9341861253534189,0.0
378,data/RawData/301_18_1_10_1_stand.txt,301,18,1,10,1,stand,stand,stand,0.4267459756013777,0.6914893617021277,0.004199957996995056,0.14244240378047787,0.8513560205790522,0.0020016176411316493
379,data/RawData/215_18_7_6_1_stand.txt,215,18,7,6,1,stand,stand,stand,0.42639952137175324,0.690671031096563,0.0036525444987742465,0.08133165090039238,0.9118755092579233,0.003140295340564922
380,data/RawData/211_18_0_2_2_stand.txt,211,18,0,2,2,stand,stand,stand,0.42627271415479495,0.6898527004909983,0.00423974997991641,0.14262177746747262,0.8507078276061177,0.002430644944147387
381,data/RawData/102_18_1_5_1_stand.txt,102,18,1,5,1,stand,stand,stand,0.42578366361637615,0.6890343698854338,0.0039184070764272045,0.14371702297241426,0.8510888659333892,0.0012757040154207212
382,data/RawData/216_18_0_2_2_stand.txt,216,18,0,2,2,stand,stand,stand,0.42538601906191337,0.6882160392798691,0.0036235699482232322,0.1509481722667151,0.8432515138719425,0.0021767439107683384
383,data/RawData/306_18_1_8_1_stand.txt,306,18,1,8,1,stand,stand,stand,0.42478892792732187,0.6873977086743044,0.003621080239399687,0.12991100395999805,0.8650003063190173,0.0014676094792309767
384,data/RawData/215_18_4_5_1_stand.txt,215,18,4,5,1,stand,stand,stand,0.4246126254544486,0.6865793780687398,4.220376977835154e-05,0.016426241167606395,0.983507893724996,2.3661335264234654e-05
385,data/RawData/103_18_1_5_1_stand.txt,103,18,1,5,1,stand,stand,stand,0.42434497898464535,0.6857610474631751,0.004024268598936134,0.14199765809541526,0.8517244109151366,0.00225366238815534
386,data/RawData/102_18_1_2_1_stand.txt,102,18,1,2,1,stand,stand,stand,0.42413846408933487,0.6849427168576104,0.004202152005672835,0.1165657028925964,0.8771792234527813,0.0020529216465917724
387,data/RawData/215_18_0_2_1_stand.txt,215,18,0,2,1,stand,stand,stand,0.42387453457888125,0.6841243862520459,0.0037350320774630205,0.1631165643471615,0.8320172096108815,0.0011311939621346644
388,data/RawData/205_18_1_2_1_stand.txt,205,18,1,2,1,stand,stand,stand,0.42377932472297997,0.6833060556464812,0.003222570275250219,0.10007955386457897,0.8961536280104142,0.0005442478473970159
389,data/RawData/101_18_1_4_1_stand.txt,101,18,1,4,1,stand,stand,stand,0.42371170087188337,0.6824877250409165,0.0035880791085470486,0.16423953197258798,0.8290353583576058,0.003137030558899197
390,data/RawData/202_18_7_13_1_stand.txt,202,18,7,13,1,stand,stand,stand,0.42345653627181196,0.6816693944353519,0.004827471797115544,0.0,1.5048935651275475,6.047626444409952e-05
391,data/RawData/206_18_3_11_2_stand.txt,206,18,3,11,2,stand,stand,stand,0.42345211379754083,0.6808510638297872,0.0036169945121824784,0.12491742854384845,0.8707339365914673,0.0007316403501403104
392,data/RawData/205_18_1_8_1_stand.txt,205,18,1,8,1,stand,stand,stand,0.42341211348993457,0.6800327332242226,0.0033327507407905337,0.13269191393972765,0.8635286544397488,0.0004466808773713993
393,data/RawData/103_18_8_1_1_stand.txt,103,18,8,1,1,stand,stand,stand,0.4231001436138942,0.679214402618658,0.0,0.0,1.0842489437862286,0.00015704786241348885
394,data/RawData/106_18_0_4_1_stand.txt,106,18,0,4,1,stand,stand,stand,0.4230698981075101,0.6783960720130933,0.0038085482871137413,0.15012401909822976,0.8419512544281244,0.004116178184168568
395,data/RawData/213_18_5_1_1_stand.txt,213,18,5,1,1,stand,stand,stand,0.4230018224953251,0.6775777414075287,0.001877975388852545,0.09519404225376417,0.9022805128521693,0.0006474695028500128
396,data/RawData/211_18_2_5_2_stand.txt,211,18,2,5,2,stand,stand,stand,0.42268710866009357,0.676759410801964,0.003806518335443364,0.1461239066765937,0.8484182288087638,0.0016513461768335822
397,data/RawData/205_18_1_4_1_stand.txt,205,18,1,4,1,stand,stand,stand,0.42248438742090677,0.6759410801963993,0.0035429995902999723,0.17057540598860335,0.8245642232754501,0.0013173711432796905
398,data/RawData/202_18_8_21_1_stand.txt,202,18,8,21,1,stand,stand,stand,0.4219467735375419,0.6751227495908347,0.00021851626879108074,0.0,1.595644328428175,0.0
399,data/RawData/106_18_0_3_1_stand.txt,106,18,0,3,1,stand,stand,stand,0.4217912811655773,0.67430441898527,0.00396132656546673,0.16855834150948015,0.825138297123932,0.0023420347987502194
400,data/RawData/303_18_7_10_1_stand.txt,303,18,7,10,1,stand,stand,stand,0.42139754252050915,0.6734860883797054,0.0,0.0,1.5012902433486746,8.933129432833348e-05
401,data/RawData/211_18_2_1_2_stand.txt,211,18,2,1,2,stand,stand,stand,0.4212819706603305,0.6726677577741408,0.0034389170073874063,0.14336343665906773,0.850790527614577,0.002407118716594207
402,data/RawData/215_18_7_2_1_stand.txt,215,18,7,2,1,stand,stand,stand,0.4211134079764177,0.6718494271685761,0.0012112063966393518,0.02292215443497697,0.974355531423121,0.0015111077428880007
403,data/RawData/216_18_0_5_2_stand.txt,216,18,0,5,2,stand,stand,stand,0.42094404459605417,0.6710310965630114,0.003679579877264209,0.10429201323522656,0.8901457571097477,0.001882649775385881
404,data/RawData/206_18_5_9_2_stand.txt,206,18,5,9,2,stand,stand,stand,0.42087684401646486,0.6702127659574468,0.003634752507954743,0.13527337930010408,0.8590914982314822,0.0020003699580829455
405,data/RawData/202_18_4_27_1_stand.txt,202,18,4,27,1,stand,stand,stand,0.42075236531543947,0.6693944353518821,0.002945671879295641,0.09208936304951124,0.9030900800284481,0.0018748850403682718
406,data/RawData/215_18_7_8_1_stand.txt,215,18,7,8,1,stand,stand,stand,0.4205945977972682,0.6685761047463176,0.003497296595641906,0.0747044822256549,0.9200769097558193,0.0017213114205061923
407,data/RawData/103_18_7_6_1_stand.txt,103,18,7,6,1,stand,stand,stand,0.42031361314435883,0.6677577741407529,0.002259675515446342,0.06460887922446347,0.9325120153484511,0.0006194299092599052
408,data/RawData/101_18_4_11_2_stand.txt,101,18,4,11,2,stand,stand,stand,0.42024035526557973,0.6669394435351882,0.0032067433112862053,0.1397452704724702,0.8554035530155634,0.0016444331983005596
409,data/RawData/103_18_7_3_1_stand.txt,103,18,7,3,1,stand,stand,stand,0.419958791069952,0.6661211129296236,0.0028791818734688938,0.0963823058761184,0.8992195702421921,0.0015189420058394844
410,data/RawData/305_18_3_3_1_stand.txt,305,18,3,3,1,stand,stand,stand,0.41961402533328834,0.6653027823240589,0.0,0.0,1.2040501635741334,0.00033901925640328237
411,data/RawData/202_18_7_16_1_stand.txt,202,18,7,16,1,stand,stand,stand,0.41959860691609957,0.6644844517184942,0.00461308832186476,0.0,1.5769798918902944,0.00019023300051204006
412,data/RawData/302_18_1_13_1_stand.txt,302,18,1,13,1,stand,stand,stand,0.4195744761322913,0.6636661211129297,0.003909560606609928,0.07089156112966213,0.9245797019020787,0.0006191763592660756
413,data/RawData/101_18_1_1_1_stand.txt,101,18,1,1,1,stand,stand,stand,0.4189733324451099,0.662847790507365,0.0036628775817364708,0.10800122590014678,0.8849359668471256,0.003399929668604401
414,data/RawData/306_18_1_12_1_stand.txt,306,18,1,12,1,stand,stand,stand,0.4186538143305504,0.6620294599018003,0.004148665334912579,0.16285233207405053,0.8305473195035941,0.0024516830850542866
415,data/RawData/302_18_0_11_1_stand.txt,302,18,0,11,1,stand,stand,stand,0.41853491080383487,0.6612111292962357,0.0036687680084027878,0.1272200865090305,0.8687308684683775,0.00038027701179990236
416,data/RawData/216_18_0_3_2_stand.txt,216,18,0,3,2,stand,stand,stand,0.41796514658039013,0.660392798690671,0.003675891120461863,0.10837906217219383,0.8859095850973284,0.002035461607623395
417,data/RawData/207_18_6_5_2_stand.txt,207,18,6,5,2,stand,stand,stand,0.41792784129926547,0.6595744680851063,0.003594825379230328,0.0,1.042411808552396,1.6544753158361347e-05
418,data/RawData/216_18_8_5_1_stand.txt,216,18,8,5,1,stand,stand,stand,0.41776846223705044,0.6587561374795418,0.002185681961325097,0.12248464623849517,0.8737854134588021,0.0015442583389839951
419,data/RawData/302_18_7_7_1_stand.txt,302,18,7,7,1,stand,stand,stand,0.41761500525552375,0.6579378068739771,0.0013541908939337577,0.11903227609584764,0.8796057525789203,7.780428903894532e-06
420,data/RawData/305_18_0_9_1_stand.txt,305,18,0,9,1,stand,stand,stand,0.41753524926572605,0.6571194762684124,0.0035426311410740752,0.1365700019014008,0.859204367210739,0.0006829997443910411
421,data/RawData/302_18_1_11_1_stand.txt,302,18,1,11,1,stand,stand,stand,0.41750561568067834,0.6563011456628478,0.0038928547004663723,0.12662504101897012,0.8689550764936288,0.0005270277845395481
422,data/RawData/103_18_8_3_1_stand.txt,103,18,8,3,1,stand,stand,stand,0.4173931982677369,0.6554828150572831,0.001988612303865336,0.027243774476215822,0.9697639131542439,0.0010037000632791455
423,data/RawData/216_18_0_4_2_stand.txt,216,18,0,4,2,stand,stand,stand,0.41721195220288115,0.6546644844517185,0.003409340129779742,0.16997496316446806,0.8256210632280336,0.0009946334753218936
424,data/RawData/202_18_4_16_2_stand.txt,202,18,4,16,2,stand,stand,stand,0.4169075094095663,0.6538461538461539,0.003505753142146628,0.1454135157353206,0.8506921268464649,0.000388604273669346
425,data/RawData/104_18_8_2_1_stand.txt,104,18,8,2,1,stand,stand,stand,0.41665713250828323,0.6530278232405892,0.0033906843966237184,0.1317627144658018,0.8638223513430434,0.0010242497921310984
426,data/RawData/211_18_4_2_2_stand.txt,211,18,4,2,2,stand,stand,stand,0.4166211837021161,0.6522094926350246,0.003706289259711875,0.16818010465190603,0.8260119177027853,0.00210168838319667
427,data/RawData/215_18_5_2_1_stand.txt,215,18,5,2,1,stand,stand,stand,0.4163694692041603,0.6513911620294599,0.0007396592251180797,0.051466034012545625,0.9477412612314208,5.3045528513756235e-05
428,data/RawData/211_18_2_2_2_stand.txt,211,18,2,2,2,stand,stand,stand,0.41635837761979416,0.6505728314238952,0.003980557389299041,0.17359443693616033,0.8209097688574966,0.0015152368146424092
429,data/RawData/103_18_8_6_1_stand.txt,103,18,8,6,1,stand,stand,stand,0.4163537247405062,0.6497545008183306,0.0034128676741801804,0.11423974228811593,0.8810404320857914,0.0013069579495107412
430,data/RawData/215_18_7_5_1_stand.txt,215,18,7,5,1,stand,stand,stand,0.416233340897691,0.648936170212766,0.0032063157916380016,0.0678879620580331,0.9275560465830313,0.0013496755648951413
431,data/RawData/101_18_1_3_1_stand.txt,101,18,1,3,1,stand,stand,stand,0.4160280227450917,0.6481178396072013,0.003986506795843689,0.15453647203380136,0.8396226187758173,0.001854402392134091
432,data/RawData/205_18_1_6_1_stand.txt,205,18,1,6,1,stand,stand,stand,0.4160267616884393,0.6472995090016367,0.0037390814583874226,0.1774981901156768,0.818018612061233,0.0007441163622990641
433,data/RawData/107_18_1_4_1_stand.txt,107,18,1,4,1,stand,stand,stand,0.4159188705030551,0.646481178396072,0.003672393174252023,0.1710922869627395,0.8250088706125923,0.0002264492480117605
434,data/RawData/215_18_8_9_1_stand.txt,215,18,8,9,1,stand,stand,stand,0.41583012060690727,0.6456628477905073,0.001730453947516414,0.0,1.0294794207826152,0.0002740383238295365
435,data/RawData/205_18_0_1_1_stand.txt,205,18,0,1,1,stand,stand,stand,0.4156338191709251,0.6448445171849427,0.0006723183176234273,0.0,1.3783124124237416,0.0005172627174959222
436,data/RawData/216_18_4_6_2_stand.txt,216,18,4,6,2,stand,stand,stand,0.4155716359455522,0.644026186579378,0.003424892654491541,0.10913830290418491,0.8860166259075637,0.0014201785313535035
437,data/RawData/301_18_1_11_1_stand.txt,301,18,1,11,1,stand,stand,stand,0.41548901428307294,0.6432078559738135,0.004083608093512404,0.1342072631648469,0.8602187307965342,0.0014903979426998098
438,data/RawData/205_18_0_3_1_stand.txt,205,18,0,3,1,stand,stand,stand,0.41527655711955214,0.6423895253682488,0.0034053208022746333,0.12153031968661722,0.8748474995551986,0.00021685995350146075
439,data/RawData/107_18_7_1_1_stand.txt,107,18,7,1,1,stand,stand,stand,0.41517890023699194,0.6415711947626841,0.0,0.0,1.0858057440357627,7.970819488353419e-07
440,data/RawData/103_18_7_2_1_stand.txt,103,18,7,2,1,stand,stand,stand,0.4151229864184072,0.6407528641571195,0.0019857616781224757,0.09729774558119976,0.9001390766503128,0.0005774160879561974
441,data/RawData/101_18_8_4_1_stand.txt,101,18,8,4,1,stand,stand,stand,0.4148673504565898,0.6399345335515548,0.0021958114075173803,0.07093153993431635,0.926368039878161,0.0005046087775948938
442,data/RawData/215_18_0_1_1_stand.txt,215,18,0,1,1,stand,stand,stand,0.41484142992575923,0.6391162029459901,0.0038934489568197062,0.1227453113507881,0.8729475607492563,0.0004136789407254547
443,data/RawData/207_18_1_15_2_stand.txt,207,18,1,15,2,stand,stand,stand,0.41475668913106756,0.6382978723404256,0.004120682614150087,0.16267111898238895,0.823740192587088,0.009468005813961906
444,data/RawData/213_18_7_1_1_stand.txt,213,18,7,1,1,stand,stand,stand,0.4142633831294716,0.6374795417348609,0.0009178928032468438,0.0,1.0751900595750246,0.0010662074599466637
445,data/RawData/101_18_4_5_1_stand.txt,101,18,4,5,1,stand,stand,stand,0.4142398979495842,0.6366612111292962,0.0014319914632983386,0.0,1.05837032224171,0.0004164073505213397
446,data/RawData/105_18_0_3_1_stand.txt,105,18,0,3,1,stand,stand,stand,0.41416489672690787,0.6358428805237316,0.0034635809166578616,0.06952670917595714,0.9264645992277315,0.0005451106772389619
447,data/RawData/215_18_7_1_1_stand.txt,215,18,7,1,1,stand,stand,stand,0.4138711247936686,0.6350245499181669,0.0020844932700226112,0.0797349927687342,0.9178926892141922,0.00028782474463477956
448,data/RawData/302_18_0_12_1_stand.txt,302,18,0,12,1,stand,stand,stand,0.41378562693248133,0.6342062193126022,0.0036764600676006164,0.16338320171692253,0.8317896515664739,0.0011506866465861877
449,data/RawData/211_18_8_5_1_stand.txt,211,18,8,5,1,stand,stand,stand,0.4136536656736662,0.6333878887070377,0.0,0.0,1.4358923011253617,9.858665832144011e-05
450,data/RawData/103_18_1_2_1_stand.txt,103,18,1,2,1,stand,stand,stand,0.4134073782362093,0.632569558101473,0.003926346414688582,0.17965784844382582,0.814796633986199,0.0016191711528678165
451,data/RawData/216_18_4_2_2_stand.txt,216,18,4,2,2,stand,stand,stand,0.4132662147659264,0.6317512274959084,0.003999914195982342,0.1829208790628951,0.8111243091401545,0.001954897598548258
452,data/RawData/215_18_8_3_1_stand.txt,215,18,8,3,1,stand,stand,stand,0.4131755183388465,0.6309328968903437,0.001793617657615805,0.05774331150781665,0.9399876795624226,0.0004753912697248369
453,data/RawData/216_18_8_6_1_stand.txt,216,18,8,6,1,stand,stand,stand,0.41289484201546245,0.630114566284779,0.0009569840355232773,0.0,1.043198918337891,0.0010419280021765518
454,data/RawData/205_18_1_15_1_stand.txt,205,18,1,15,1,stand,stand,stand,0.41278919337308345,0.6292962356792144,0.0030872986580637338,0.13691762144830238,0.8599228801876732,7.219970353822773e-05
455,data/RawData/107_18_1_1_1_stand.txt,107,18,1,1,1,stand,stand,stand,0.4126008711794428,0.6284779050736498,0.0037581456546186332,0.14963160634210443,0.8465968051343628,1.3442866490598476e-05
456,data/RawData/301_18_1_7_1_stand.txt,301,18,1,7,1,stand,stand,stand,0.41235174825585097,0.6276595744680851,0.004126069290037145,0.119368079460053,0.875830067144145,0.0006757841033397263
457,data/RawData/105_18_8_1_1_stand.txt,105,18,8,1,1,stand,stand,stand,0.4121584994251103,0.6268412438625205,0.00013891097488253162,0.16932175894878837,0.8304447975940178,9.453247988505332e-05
458,data/RawData/101_18_7_1_1_stand.txt,101,18,7,1,1,stand,stand,stand,0.41203040790426365,0.6260229132569558,0.0,0.007903161947128812,0.9931111157769617,5.0018436404823704e-05
459,data/RawData/202_18_4_1_1_stand.txt,202,18,4,1,1,stand,stand,stand,0.41187048485796474,0.6252045826513911,0.002950504153238494,0.1094410739515126,0.8866498692364985,0.000958552656322607
460,data/RawData/305_18_7_7_1_stand.txt,305,18,7,7,1,stand,stand,stand,0.41171108675870954,0.6243862520458265,0.0015766269554214891,0.0,1.3185401995197203,0.0003506052244972181
461,data/RawData/211_18_1_1_1_stand.txt,211,18,1,1,1,stand,stand,stand,0.4114976928217277,0.6235679214402619,0.004015905780528205,0.14905333386104025,0.8458469278404084,0.0010838325155930056
462,data/RawData/104_18_5_3_1_stand.txt,104,18,5,3,1,stand,stand,stand,0.41145861059619127,0.6227495908346972,0.0033592287926448544,0.1820438396141502,0.8139036345630681,0.0006932970277064527
463,data/RawData/302_18_7_10_1_stand.txt,302,18,7,10,1,stand,stand,stand,0.4112861420342858,0.6219312602291326,0.0015136484334599245,0.006775474275659953,0.9913133671225001,0.0003975101659485156
464,data/RawData/205_18_1_17_2_stand.txt,205,18,1,17,2,stand,stand,stand,0.4112136647558875,0.6211129296235679,0.0033487958025314097,0.08669194366797575,0.9097294784608366,0.0002297820662244263
465,data/RawData/202_18_7_19_1_stand.txt,202,18,7,19,1,stand,stand,stand,0.4112046646394962,0.6202945990180033,0.00434409993485202,0.0,1.5630139833467727,4.998354038810685e-05
466,data/RawData/104_18_0_4_1_stand.txt,104,18,0,4,1,stand,stand,stand,0.4111455080437611,0.6194762684124386,0.003114583386423448,0.02358863050144092,0.9730816236335416,0.0002151624761619171
467,data/RawData/104_18_5_5_1_stand.txt,104,18,5,5,1,stand,stand,stand,0.4111173682136893,0.618657937806874,0.002718714733079741,0.110486963872327,0.8861012107578737,0.0006931106342872118
468,data/RawData/213_18_5_3_1_stand.txt,213,18,5,3,1,stand,stand,stand,0.41096351948160553,0.6178396072013094,0.002494458733711143,0.14346875773007334,0.8536980157946958,0.0003387677390863436
469,data/RawData/102_18_1_1_1_stand.txt,102,18,1,1,1,stand,stand,stand,0.41091922922184027,0.6170212765957447,0.0037025227854712668,0.11265305380108638,0.8822619115936079,0.0013825118174009322
470,data/RawData/306_18_0_7_1_stand.txt,306,18,0,7,1,stand,stand,stand,0.4107719079313064,0.61620294599018,0.004080809460193284,0.11946165739471167,0.8758417121421075,0.0006158210005532484
471,data/RawData/104_18_5_6_1_stand.txt,104,18,5,6,1,stand,stand,stand,0.4103079528328652,0.6153846153846154,0.0029946478000518664,0.1359088007453566,0.860682769731914,0.0004137817202403383
472,data/RawData/103_18_7_5_1_stand.txt,103,18,7,5,1,stand,stand,stand,0.4102161894584865,0.6145662847790507,0.0019446969986094322,0.09948102687353824,0.8974802011132799,0.0010940750121348373
473,data/RawData/206_18_2_12_1_stand.txt,206,18,2,12,1,stand,stand,stand,0.4101793493113571,0.613747954173486,0.0027711838687243173,0.13132721124383892,0.8637079202016303,0.0021936846833684903
474,data/RawData/216_18_1_3_1_stand.txt,216,18,1,3,1,stand,stand,stand,0.41002990727692373,0.6129296235679215,0.003756273371042049,0.06154501577530541,0.9335667994747202,0.0011319113764937134
475,data/RawData/216_18_4_4_2_stand.txt,216,18,4,4,2,stand,stand,stand,0.4100145313418462,0.6121112929623568,0.00399114445787927,0.1632667132819234,0.8312170288227677,0.0015251134349906258
476,data/RawData/206_18_5_7_2_stand.txt,206,18,5,7,2,stand,stand,stand,0.40990413883570803,0.6112929623567921,0.0036196896182073483,0.1526522189590058,0.8418420620438134,0.001886029376533898
477,data/RawData/215_18_4_1_2_stand.txt,215,18,4,1,2,stand,stand,stand,0.4098780083935117,0.6104746317512275,0.0016673859667187152,0.0,0.998712782580204,0.0001832301936176522
478,data/RawData/105_18_8_3_1_stand.txt,105,18,8,3,1,stand,stand,stand,0.40986525054029915,0.6096563011456628,0.0,0.0,1.2947491486214306,0.00039559118138361184
479,data/RawData/211_18_0_5_2_stand.txt,211,18,0,5,2,stand,stand,stand,0.4096242311245569,0.6088379705400983,0.0043428682304932405,0.19081428414056278,0.801641498590139,0.003201349036363807
480,data/RawData/101_18_0_2_1_stand.txt,101,18,0,2,1,stand,stand,stand,0.4095258345818045,0.6080196399345336,0.0037412987770742067,0.11342732059736632,0.8818097290380247,0.001021651585093065
