rank,path,subject_id,date_id,gesture,repetition,correctness,posture,label,task,mahalanobis_sq,score01,speed,accel,jerk,smoothness
108,data/RawData/203_18_2_4_2_wheelchair.txt,203,18,2,4,2,wheelchair,wheelchair,wheelchair,1.4646830301185991,0.703601108033241,0.00016478642265391785,0.024970488585019213,0.9748557661759624,8.958815681676314e-06
109,data/RawData/212_18_4_5_1_wheelchair.txt,212,18,4,5,1,wheelchair,wheelchair,wheelchair,1.4618854516344781,0.7008310249307479,0.0012439048734990768,0.4991797922018592,0.4995702168949254,6.086029032181914e-06
110,data/RawData/212_18_1_3_1_wheelchair.txt,212,18,1,3,1,wheelchair,wheelchair,wheelchair,1.3722064864374248,0.6980609418282548,0.0,0.0,1.0206082081656118,1.026299164532942e-05
111,data/RawData/212_18_4_2_1_wheelchair.txt,212,18,4,2,1,wheelchair,wheelchair,wheelchair,1.3431493277556128,0.6952908587257618,4.911165066466353e-05,0.004705554325780233,0.9952298932471867,1.544077562388128e-05
112,data/RawData/201_18_1_5_2_wheelchair.txt,201,18,1,5,2,wheelchair,wheelchair,wheelchair,1.2730961604166324,0.6925207756232687,0.00031603291417555123,0.0,1.1647479355116113,7.877315262166463e-06
113,data/RawData/203_18_2_29_2_wheelchair.txt,203,18,2,29,2,wheelchair,wheelchair,wheelchair,1.2667591400219569,0.6897506925207756,0.0,0.060466292029477106,0.9395572122198417,1.6174088436070866e-05
114,data/RawData/210_18_4_1_1_wheelchair.txt,210,18,4,1,1,wheelchair,wheelchair,wheelchair,1.2645163028722692,0.6869806094182825,0.00017431285706294653,0.05221434356796895,0.9475978728107898,1.347076338749704e-05
115,data/RawData/203_18_2_23_2_wheelchair.txt,203,18,2,23,2,wheelchair,wheelchair,wheelchair,1.2485850863013428,0.6842105263157895,0.0,0.001924255315544268,0.9980801146253407,1.5477277948658712e-05
116,data/RawData/203_18_2_21_2_wheelchair.txt,203,18,2,21,2,wheelchair,wheelchair,wheelchair,1.2015737707948722,0.6814404432132964,2.29478977630109e-05,0.0,1.0435880447648263,9.473944739748274e-06
117,data/RawData/203_18_2_14_2_wheelchair.txt,203,18,2,14,2,wheelchair,wheelchair,wheelchair,1.1656078596906347,0.6786703601108033,5.109012365805354e-05,0.0,1.0178410490461505,1.130441871707467e-05
118,data/RawData/212_18_1_2_2_wheelchair.txt,212,18,1,2,2,wheelchair,wheelchair,wheelchair,1.1508056570395842,0.6759002770083102,3.4520068731456204e-05,0.03299724756974007,0.9669614857434454,6.746617214091839e-06
119,data/RawData/212_18_3_3_1_wheelchair.txt,212,18,3,3,1,wheelchair,wheelchair,wheelchair,1.1478205700432949,0.6731301939058172,0.0,0.0,1.0261780797058702,1.9036337176386823e-05
120,data/RawData/217_18_6_6_1_wheelchair.txt,217,18,6,6,1,wheelchair,wheelchair,wheelchair,1.14686274448981,0.6703601108033241,0.00017426212455385424,0.0001869009419209316,0.9996319198660687,6.91706658435119e-06
121,data/RawData/203_18_2_2_2_wheelchair.txt,203,18,2,2,2,wheelchair,wheelchair,wheelchair,1.1180338963721068,0.667590027700831,0.0,0.0,1.0460985037360129,1.071419519845666e-05
122,data/RawData/212_18_3_6_2_wheelchair.txt,212,18,3,6,2,wheelchair,wheelchair,wheelchair,1.108070515512468,0.6648199445983379,0.00022133844433964032,0.03409481075729692,0.9656644302464161,1.942055104465479e-05
123,data/RawData/217_18_4_3_1_wheelchair.txt,217,18,4,3,1,wheelchair,wheelchair,wheelchair,1.0341681488125394,0.6620498614958449,0.0002091378811068058,0.0,1.0093548626168405,0.0007128055982764353
124,data/RawData/217_18_1_8_2_wheelchair.txt,217,18,1,8,2,wheelchair,wheelchair,wheelchair,1.024467725474939,0.6592797783933518,0.0001467760441173375,0.0,1.0447073410988228,0.0004133167878668144
125,data/RawData/217_18_3_1_2_wheelchair.txt,217,18,3,1,2,wheelchair,wheelchair,wheelchair,1.0043282884994114,0.6565096952908587,0.0002416744718817212,0.0,1.005519249738004,0.0006471859794770261
126,data/RawData/217_18_4_4_1_wheelchair.txt,217,18,4,4,1,wheelchair,wheelchair,wheelchair,0.9819087179172077,0.6537396121883656,0.00025684794590639655,0.0,1.010865739710882,0.00038693130717663545
